# Times series data
677	1.3478	1.34758	1.34754	0.275961
722	1.3476	1.34758	1.34755	0.268974
726	1.3477	1.3476	1.34755	0.262163
727	1.3476	1.3476	1.34755	0.255525
749	1.3475	1.34759	1.34754	0.249055
765	1.3476	1.34759	1.34755	0.242749
772	1.3475	1.34758	1.34754	0.236602
775	1.3474	1.34756	1.34754	0.230611
782	1.3473	1.34753	1.34754	0.224772
783	1.3474	1.34752	1.34754	0.219081
790	1.3473	1.3475	1.34754	0.213534
793	1.3474	1.34749	1.34753	0.208127
797	1.3473	1.34747	1.34752	0.202857
808	1.3472	1.34744	1.34751	0.19772
819	1.3473	1.34743	1.3475	0.192714
822	1.3474	1.34743	1.34749	0.187834
823	1.3473	1.34741	1.34749	0.183078
937	1.3472	1.34739	1.34749	0.178443
948	1.3471	1.34736	1.34748	0.173924
956	1.3472	1.34735	1.34747	0.169521
965	1.3471	1.34732	1.34745	0.165228
966	1.3472	1.34731	1.34744	0.161045
990	1.3473	1.34731	1.34744	0.156967
992	1.3472	1.3473	1.34743	0.152992
993	1.3473	1.3473	1.34742	0.149119
994	1.3474	1.34731	1.34742	0.145343
1000	1.3473	1.34731	1.34741	0.141663
1007	1.3474	1.34732	1.3474	0.138076
1010	1.3473	1.34732	1.34738	0.134579
1016	1.3474	1.34732	1.34737	0.131172
1019	1.3476	1.34735	1.34736	0.12785
1020	1.3475	1.34737	1.34736	0.124613
1022	1.3476	1.34739	1.34735	0.121458
1023	1.3475	1.3474	1.34735	0.118383
1048	1.3474	1.3474	1.34735	0.115385
1050	1.3473	1.34739	1.34734	0.112463
1058	1.3474	1.34739	1.34733	0.109616
1059	1.3475	1.3474	1.34734	0.10684
1060	1.3473	1.34739	1.34734	0.104135
1065	1.3472	1.34737	1.34733	0.101498
1071	1.3473	1.34737	1.34733	0.0989283
1079	1.3472	1.34735	1.34732	0.0964234
1082	1.3473	1.34734	1.34732	0.0939819
1084	1.3472	1.34733	1.34732	0.0916022
1089	1.3473	1.34733	1.34732	0.0892828
1093	1.3472	1.34731	1.34732	0.0870221
1095	1.3473	1.34731	1.34732	0.0848187
1097	1.3472	1.3473	1.34732	0.082671
1099	1.3473	1.3473	1.34732	0.0805777
1102	1.3472	1.34729	1.34732	0.0785375
1109	1.3473	1.34729	1.34733	0.0765489
1136	1.3472	1.34728	1.34733	0.0746106
1140	1.3471	1.34726	1.34732	0.0727214
1148	1.3472	1.34726	1.34732	0.0708801
1152	1.3473	1.34726	1.34732	0.0690854
1170	1.3474	1.34728	1.34732	0.0673361
1181	1.3475	1.3473	1.34733	0.0656311
1201	1.3474	1.34731	1.34733	0.0639693
1203	1.3473	1.34731	1.34733	0.0623496
1204	1.3474	1.34732	1.34733	0.0607708
1212	1.3474	1.34733	1.34732	0.0592321
1213	1.3476	1.34735	1.34733	0.0577323
1215	1.3475	1.34737	1.34732	0.0562705
1226	1.3476	1.34739	1.34733	0.0548457
1234	1.3477	1.34742	1.34734	0.053457
1236	1.3476	1.34744	1.34735	0.0521035
1245	1.3477	1.34747	1.34736	0.0507842
1250	1.3478	1.3475	1.34737	0.0494984
1251	1.3477	1.34752	1.34738	0.0482451
1252	1.3478	1.34755	1.3474	0.0470235
1253	1.3479	1.34758	1.34742	0.0458329
1258	1.348	1.34762	1.34745	0.0446725
1267	1.3479	1.34765	1.34747	0.0435414
1268	1.3479	1.34768	1.34749	0.0424389
1269	1.348	1.34771	1.34751	0.0413644
1274	1.3479	1.34773	1.34754	0.040317
1280	1.348	1.34776	1.34756	0.0392962
1287	1.3479	1.34777	1.34758	0.0383012
1304	1.348	1.34779	1.34761	0.0373315
1311	1.3479	1.3478	1.34763	0.0363862
1312	1.348	1.34782	1.34765	0.0354649
1322	1.3479	1.34783	1.34768	0.0345669
1325	1.348	1.34785	1.34771	0.0336917
1334	1.3481	1.34787	1.34774	0.0328386
1336	1.3481	1.3479	1.34776	0.0320072
1340	1.3482	1.34793	1.34779	0.0311968
1351	1.3481	1.34794	1.34781	0.0304069
1362	1.3482	1.34797	1.34784	0.029637
1364	1.3481	1.34798	1.34786	0.0288866
1374	1.348	1.34798	1.34788	0.0281552
1382	1.3479	1.34798	1.3479	0.0274423
1396	1.3478	1.34796	1.34791	0.0267474
1405	1.3479	1.34795	1.34792	0.0260702
1409	1.3478	1.34794	1.34793	0.0254101
1411	1.3477	1.34791	1.34793	0.0247667
1415	1.3476	1.34788	1.34793	0.0241397
1425	1.3475	1.34784	1.34792	0.0235286
1435	1.3474	1.3478	1.34791	0.022933
1436	1.3475	1.34777	1.3479	0.0223524
1438	1.3474	1.34773	1.34789	0.0217866
1440	1.3475	1.34771	1.34787	0.021235
1448	1.3474	1.34768	1.34785	0.0206974
1450	1.3475	1.34766	1.34784	0.0201734
1451	1.3474	1.34763	1.34782	0.0196626
1467	1.3473	1.3476	1.3478	0.0191649
1473	1.3474	1.34758	1.34778	0.0186797
1479	1.3473	1.34755	1.34776	0.0182068
1503	1.3474	1.34754	1.34774	0.0177458
1532	1.3473	1.34751	1.34772	0.0172965
1542	1.3474	1.3475	1.3477	0.0168586
1546	1.3473	1.34748	1.34768	0.0164318
1571	1.3474	1.34747	1.34766	0.0160157
1607	1.3475	1.34748	1.34765	0.0156102
1610	1.3474	1.34747	1.34762	0.0152149
1611	1.3475	1.34747	1.3476	0.0148297
1615	1.3474	1.34746	1.34758	0.0144542
1658	1.3475	1.34747	1.34756	0.0140882
1692	1.3476	1.34748	1.34754	0.0137315
1694	1.3475	1.34748	1.34752	0.0133838
1701	1.3476	1.34749	1.3475	0.013045
1726	1.3477	1.34752	1.3475	0.0127147
1755	1.3476	1.34752	1.34749	0.0123928
1756	1.3477	1.34754	1.34748	0.012079
1759	1.3476	1.34755	1.34748	0.0117732
1765	1.3475	1.34754	1.34747	0.0114751
1771	1.3474	1.34753	1.34746	0.0111846
1778	1.3473	1.34751	1.34746	0.0109015
1781	1.3472	1.34747	1.34745	0.0106256
1783	1.3473	1.34746	1.34744	0.0103566
1784	1.3472	1.34743	1.34744	0.0100945
1786	1.3473	1.34742	1.34743	0.00983897
1820	1.3472	1.3474	1.34742	0.00958994
1826	1.3473	1.34739	1.34742	0.00934714
1832	1.3472	1.34737	1.34741	0.00911054
1835	1.3473	1.34736	1.34741	0.00887987
1838	1.3472	1.34735	1.3474	0.00865509
1851	1.3471	1.34732	1.3474	0.00843608
1862	1.3472	1.34731	1.34739	0.00822251
1863	1.3473	1.34731	1.34739	0.00801431
1866	1.3472	1.3473	1.34738	0.00781142
1870	1.3473	1.3473	1.34738	0.00761363
1874	1.3472	1.34729	1.34738	0.00742087
1903	1.3473	1.34729	1.34737	0.00723297
1910	1.3474	1.3473	1.34737	0.00704986
1918	1.3473	1.3473	1.34736	0.00687136
1938	1.3474	1.34731	1.34736	0.0066974
1940	1.3473	1.34731	1.34736	0.00652782
1961	1.3474	1.34732	1.34735	0.00636256
1979	1.3475	1.34734	1.34735	0.00620156
1982	1.3474	1.34734	1.34734	0.00604455
1983	1.3475	1.34736	1.34734	0.00589158
1991	1.3474	1.34736	1.34733	0.00574241
2004	1.3473	1.34736	1.34732	0.00559702
2005	1.3474	1.34736	1.34731	0.00545531
2036	1.3475	1.34737	1.34731	0.00531725
2047	1.3476	1.3474	1.34732	0.00518282
2141	1.3475	1.34741	1.34732	0.00505163
2144	1.3476	1.34743	1.34734	0.00492387
2146	1.3475	1.34743	1.34734	0.00479922
2149	1.3476	1.34745	1.34736	0.00467782
2151	1.3477	1.34748	1.34737	0.00455965
2158	1.3477	1.3475	1.34739	0.00444442
2167	1.3478	1.34753	1.3474	0.00433232
2177	1.3477	1.34755	1.34742	0.00422276
2181	1.3478	1.34757	1.34744	0.00411616
2184	1.3479	1.3476	1.34746	0.00401248
2185	1.348	1.34764	1.34749	0.00391169
2198	1.3481	1.34769	1.34752	0.00381376
2203	1.3482	1.34774	1.34755	0.00371861
2216	1.3481	1.34778	1.34758	0.00362518
2217	1.348	1.3478	1.3476	0.00353367
2233	1.3481	1.34783	1.34763	0.00344473
2244	1.348	1.34785	1.34766	0.00335769
2249	1.3481	1.34787	1.34768	0.00327307
2264	1.3482	1.3479	1.34771	0.00319088
2266	1.3481	1.34792	1.34773	0.00311033
2271	1.3482	1.34795	1.34776	0.00303209
2276	1.3481	1.34797	1.34779	0.00295546
2277	1.3482	1.34799	1.34781	0.00288101
2283	1.3481	1.348	1.34783	0.00280815
2289	1.3482	1.34802	1.34786	0.00273734
2296	1.3481	1.34803	1.34788	0.00266808
2298	1.3482	1.34805	1.34791	0.00260075
2318	1.3481	1.34805	1.34793	0.00253492
2320	1.3482	1.34807	1.34796	0.00247092
2325	1.3481	1.34807	1.34797	0.00240836
2338	1.348	1.34806	1.34799	0.00234742
2352	1.3481	1.34807	1.34801	0.002288
2355	1.348	1.34806	1.34802	0.00223011
2357	1.3481	1.34806	1.34804	0.00217365
2361	1.348	1.34806	1.34805	0.00211865
2363	1.3481	1.34806	1.34806	0.00206503
2370	1.3482	1.34808	1.34808	0.00201293
2379	1.3483	1.3481	1.3481	0.00196248
2382	1.3485	1.34814	1.34812	0.0019145
2383	1.3486	1.34818	1.34814	0.00186834
2388	1.3485	1.34822	1.34816	0.00182214
2391	1.3484	1.34823	1.34817	0.00177639
2401	1.3483	1.34824	1.34817	0.00173146
2402	1.3484	1.34826	1.34818	0.00168793
2407	1.3483	1.34826	1.34819	0.00164521
2409	1.3484	1.34827	1.3482	0.0016038
2414	1.3483	1.34828	1.34821	0.00156319
2419	1.3484	1.34829	1.34822	0.00152381
2423	1.3486	1.34832	1.34824	0.00148654
2431	1.3485	1.34834	1.34825	0.00144935
2441	1.3486	1.34836	1.34826	0.00141363
2445	1.3487	1.3484	1.34828	0.00137949
2446	1.3488	1.34844	1.3483	0.00134699
2448	1.3487	1.34846	1.34832	0.00131393
2449	1.3486	1.34848	1.34834	0.00128095
2452	1.3487	1.3485	1.34836	0.00124932
2453	1.3486	1.34851	1.34837	0.00121785
2461	1.3485	1.34851	1.34838	0.00118702
2462	1.3486	1.34852	1.3484	0.0011571
2463	1.3485	1.34852	1.34841	0.00112781
2464	1.3486	1.34852	1.34843	0.00109938
2471	1.3487	1.34854	1.34845	0.00107213
2474	1.3486	1.34855	1.34847	0.00104504
2477	1.3487	1.34856	1.34849	0.00101904
2481	1.3486	1.34857	1.34851	0.000993265
2485	1.3487	1.34858	1.34853	0.000968485
2495	1.3486	1.34858	1.34854	0.000943971
2500	1.3487	1.34859	1.34856	0.000920374
2506	1.3488	1.34861	1.34857	0.000898026
2510	1.3489	1.34864	1.34858	0.000877168
2515	1.349	1.34868	1.34859	0.000857968
2517	1.3489	1.3487	1.34861	0.000837426
2524	1.349	1.34873	1.34863	0.000818437
2531	1.3491	1.34877	1.34866	0.000801165
2538	1.3492	1.34881	1.34869	0.000785709
2539	1.3493	1.34886	1.34872	0.000772112
2541	1.3494	1.34891	1.34875	0.000760371
2543	1.3495	1.34897	1.34879	0.000750443
2549	1.3494	1.34902	1.34882	0.000736484
2553	1.3495	1.34906	1.34885	0.000724432
2558	1.3494	1.3491	1.34888	0.000709325
2563	1.3495	1.34914	1.3489	0.000696095
2569	1.3496	1.34918	1.34893	0.000684819
2575	1.3497	1.34924	1.34896	0.000675512
2576	1.3498	1.34929	1.349	0.000668137
2579	1.3497	1.34933	1.34904	0.000656376
2580	1.3496	1.34936	1.34907	0.000642013
2582	1.3497	1.34939	1.34911	0.000629498
2583	1.3498	1.34943	1.34915	0.000618988
2584	1.3497	1.34946	1.34919	0.000605682
2585	1.3496	1.34947	1.34922	0.00059101
2586	1.3497	1.3495	1.34926	0.000577827
2587	1.3498	1.34953	1.3493	0.000566484
2595	1.3497	1.34954	1.34933	0.00055323
2600	1.3498	1.34957	1.34937	0.000541664
2606	1.3497	1.34958	1.3494	0.000528594
2620	1.3497	1.34959	1.34944	0.000515745
2625	1.3496	1.3496	1.34947	0.000502687
2630	1.3495	1.34959	1.34949	0.000490335
2631	1.3496	1.34959	1.34952	0.000477928
2633	1.3495	1.34958	1.34953	0.000466158
2637	1.3494	1.34956	1.34955	0.000455772
2640	1.3495	1.34955	1.34957	0.0004444
2643	1.3494	1.34954	1.34958	0.000434263
2646	1.3495	1.34954	1.34959	0.000423341
2657	1.3496	1.34954	1.3496	0.000412827
2661	1.3495	1.34954	1.3496	0.000402462
2664	1.3496	1.34954	1.3496	0.000392472
2667	1.3495	1.34954	1.34961	0.000382636
2675	1.3494	1.34953	1.3496	0.000374001
2677	1.3493	1.3495	1.3496	0.000367343
2682	1.3494	1.34949	1.3496	0.00035864
2688	1.3495	1.34949	1.34959	0.000349562
2694	1.3494	1.34948	1.34958	0.000341228
2711	1.3493	1.34947	1.34957	0.000334643
2720	1.3494	1.34946	1.34956	0.000326436
2721	1.3495	1.34946	1.34955	0.000318277
2723	1.3496	1.34948	1.34955	0.000311437
2724	1.3495	1.34948	1.34954	0.000303587
2736	1.3496	1.34949	1.34954	0.000296897
2737	1.3497	1.34951	1.34954	0.000292413
2740	1.3496	1.34952	1.34954	0.000285557
2743	1.3497	1.34954	1.34953	0.00028065
2748	1.3498	1.34956	1.34954	0.000278549
2753	1.3499	1.3496	1.34954	0.000279745
2756	1.35	1.34964	1.34955	0.000284388
2757	1.3499	1.34966	1.34956	0.000282136
2758	1.35	1.3497	1.34957	0.00028315
2759	1.3499	1.34972	1.34958	0.000278951
2760	1.35	1.34975	1.3496	0.000277731
2762	1.3498	1.34975	1.34961	0.000270911
2764	1.3499	1.34977	1.34962	0.000265728
2765	1.3498	1.34977	1.34963	0.000259086
2767	1.35	1.34979	1.34965	0.000256731
2770	1.3501	1.34982	1.34967	0.000257744
2771	1.3502	1.34986	1.34969	0.000262384
2775	1.3503	1.34991	1.34972	0.000270542
2777	1.3506	1.34997	1.34975	0.000298466
2779	1.3505	1.35003	1.34979	0.00030952
2780	1.3504	1.35006	1.34982	0.000310867
2781	1.3506	1.35012	1.34986	0.000321589
2785	1.3505	1.35016	1.3499	0.000322732
2788	1.3504	1.35018	1.34993	0.000318361
2790	1.3503	1.35019	1.34996	0.000311228
2793	1.3505	1.35022	1.35	0.000309592
2799	1.3503	1.35023	1.35003	0.000302147
2800	1.3502	1.35023	1.35005	0.000294562
2801	1.3503	1.35024	1.35008	0.00028747
2802	1.3502	1.35023	1.3501	0.00028028
2810	1.3501	1.35022	1.35012	0.000274463
2815	1.35	1.3502	1.35013	0.0002711
2822	1.3501	1.35019	1.35014	0.000264949
2838	1.3502	1.35019	1.35016	0.000258254
2845	1.3503	1.3502	1.35018	0.000252717
2855	1.3502	1.3502	1.35019	0.000246318
2857	1.3503	1.35021	1.3502	0.000240931
2867	1.3504	1.35023	1.35021	0.000237937
2870	1.3503	1.35024	1.35022	0.000232357
2886	1.3502	1.35023	1.35023	0.000226587
2887	1.3503	1.35024	1.35024	0.000221271
2902	1.3502	1.35024	1.35026	0.00021581
2904	1.3503	1.35024	1.35027	0.000210751
2905	1.3504	1.35026	1.35029	0.000207875
2910	1.3503	1.35026	1.3503	0.000202792
2918	1.3504	1.35028	1.35031	0.000199608
2922	1.3503	1.35028	1.35031	0.000194617
2929	1.3503	1.35028	1.35031	0.000189741
2934	1.3502	1.35027	1.3503	0.000185637
2935	1.3503	1.35027	1.35029	0.000181023
2936	1.3502	1.35027	1.35029	0.000177081
2937	1.3503	1.35027	1.35028	0.000172722
2941	1.3504	1.35028	1.35027	0.000170347
2947	1.3505	1.35031	1.35028	0.00017165
2957	1.3504	1.35031	1.35028	0.000168387
2960	1.3505	1.35033	1.35028	0.000168305
2967	1.3504	1.35034	1.35028	0.000164592
2968	1.3505	1.35036	1.35029	0.000163627
2974	1.3504	1.35036	1.3503	0.00015973
2975	1.3505	1.35037	1.35031	0.000158203
2976	1.3506	1.3504	1.35032	0.000160748
2984	1.3505	1.35041	1.35034	0.000158047
2985	1.3506	1.35043	1.35036	0.000158858
2992	1.3505	1.35043	1.35037	0.000155541
2994	1.3506	1.35045	1.35038	0.000155248
3000	1.3505	1.35046	1.35039	0.000151645
3008	1.3506	1.35047	1.3504	0.000150644
3015	1.3505	1.35047	1.3504	0.000146954
3024	1.3506	1.35049	1.35041	0.000145501
3025	1.3505	1.35049	1.35042	0.000141846
3026	1.3504	1.35048	1.35042	0.00013936
3028	1.3505	1.35048	1.35043	0.000135902
3046	1.3504	1.35047	1.35044	0.000133448
3055	1.3505	1.35048	1.35044	0.000130187
3061	1.3504	1.35047	1.35044	0.00012779
3064	1.3505	1.35047	1.35045	0.000124724
3092	1.3504	1.35046	1.35045	0.000122401
3096	1.3505	1.35047	1.35046	0.000119524
3104	1.3504	1.35046	1.35046	0.000117286
3105	1.3505	1.35046	1.35047	0.000114589
3115	1.3504	1.35046	1.35048	0.000112443
3132	1.3505	1.35046	1.35048	0.000109919
3133	1.3504	1.35046	1.35048	0.000107868
3136	1.3504	1.35045	1.35048	0.000105742
3143	1.3504	1.35045	1.35048	0.000103564
3150	1.3503	1.35043	1.35047	0.000105102
3157	1.3503	1.35042	1.35047	0.000105775
3159	1.3503	1.35041	1.35046	0.000105789
3166	1.3502	1.35039	1.35046	0.000111128
3185	1.3503	1.35038	1.35045	0.000109671
3187	1.3504	1.35038	1.35044	0.000106995
3190	1.3505	1.35039	1.35044	0.000107083
3194	1.3506	1.35041	1.35044	0.000112509
3196	1.3505	1.35042	1.35044	0.000111076
3202	1.3506	1.35044	1.35044	0.000114105
3206	1.3505	1.35044	1.35044	0.000111895
3207	1.3506	1.35046	1.35044	0.000113438
3218	1.3507	1.35048	1.35045	0.00012062
3225	1.3508	1.35052	1.35046	0.000133628
3227	1.3509	1.35055	1.35047	0.000151454
3228	1.3508	1.35058	1.35048	0.000155678
3230	1.3509	1.35061	1.3505	0.000164924
3231	1.3508	1.35063	1.35051	0.000165186
3237	1.3509	1.35066	1.35052	0.000169931
3239	1.351	1.35069	1.35054	0.000179436
3241	1.3509	1.35071	1.35056	0.000179869
3243	1.351	1.35074	1.35058	0.000184635
3246	1.3511	1.35078	1.3506	0.000193924
3248	1.3512	1.35082	1.35062	0.000207312
3249	1.3511	1.35085	1.35064	0.000209817
3250	1.3512	1.35088	1.35067	0.000216476
3251	1.3511	1.3509	1.35069	0.000215486
3252	1.3512	1.35093	1.35072	0.000218299
3256	1.3511	1.35095	1.35074	0.000215383
3259	1.351	1.35096	1.35076	0.000210166
3266	1.351	1.35096	1.35078	0.000205041
3270	1.3509	1.35095	1.3508	0.000200211
3277	1.351	1.35096	1.35083	0.000195362
3281	1.3511	1.35097	1.35086	0.000192532
3287	1.351	1.35098	1.35088	0.000187738
3288	1.3511	1.35099	1.3509	0.000184695
3289	1.351	1.35099	1.35092	0.000180035
3291	1.3511	1.351	1.35094	0.000176891
3293	1.3512	1.35102	1.35096	0.000177041
3294	1.3511	1.35103	1.35098	0.000173305
3301	1.351	1.35103	1.35099	0.000169012
3304	1.3509	1.35101	1.351	0.000166649
3305	1.351	1.35101	1.35101	0.00016245
3306	1.3511	1.35102	1.35102	0.000159335
3309	1.3512	1.35104	1.35103	0.000159453
3311	1.3513	1.35106	1.35105	0.000164098
3314	1.3512	1.35108	1.35106	0.000162251
3316	1.3513	1.3511	1.35108	0.000164332
3317	1.3512	1.35111	1.35109	0.000161424
3318	1.3513	1.35113	1.3511	0.000161907
3321	1.3514	1.35116	1.35111	0.000166956
3322	1.3514	1.35118	1.35113	0.000169962
3323	1.3515	1.35121	1.35114	0.000177692
3324	1.3516	1.35125	1.35115	0.000189938
3326	1.3517	1.3513	1.35117	0.00020597
3336	1.3518	1.35135	1.35119	0.000224903
3338	1.3517	1.35138	1.35121	0.000230456
3340	1.3518	1.35142	1.35123	0.00023986
3341	1.3517	1.35145	1.35125	0.000240306
3342	1.3516	1.35147	1.35127	0.000236126
3343	1.3516	1.35148	1.35129	0.000231718
3348	1.3515	1.35148	1.35131	0.000225888
3350	1.3516	1.35149	1.35133	0.000221454
3353	1.3517	1.35151	1.35135	0.00021981
3355	1.3518	1.35154	1.35138	0.000221833
3357	1.3519	1.35158	1.35141	0.000227857
3358	1.352	1.35162	1.35144	0.00023774
3363	1.3521	1.35167	1.35147	0.000251005
3365	1.3521	1.35171	1.3515	0.000259602
3366	1.352	1.35174	1.35153	0.000259596
3367	1.3521	1.35178	1.35157	0.000263164
3374	1.3522	1.35182	1.35161	0.000270293
3377	1.3521	1.35185	1.35165	0.000269459
3380	1.352	1.35186	1.35168	0.000264436
3382	1.3521	1.35189	1.35171	0.000262144
3384	1.352	1.3519	1.35173	0.000256534
3387	1.3521	1.35192	1.35176	0.000253341
3388	1.352	1.35193	1.35179	0.000247481
3390	1.3519	1.35192	1.35181	0.000241271
3391	1.3518	1.35191	1.35183	0.000236469
3392	1.3518	1.3519	1.35184	0.000231562
3396	1.3517	1.35188	1.35185	0.000229257
3397	1.3518	1.35187	1.35186	0.00022403
3398	1.352	1.35188	1.35187	0.000219874
3399	1.3521	1.35191	1.35189	0.000218643
