381	1.3477	1.34721	1.34688	0.000464897	0.000398132
388	1.3476	1.34725	1.34692	0.000473713	0.000393753
392	1.3475	1.34727	1.34696	0.000470205	0.000380364
402	1.3476	1.34731	1.34701	0.000461567	0.000372632
403	1.3475	1.34733	1.34705	0.000450067	0.000357797
407	1.3474	1.34733	1.34708	0.000437373	0.000340099
413	1.3473	1.34733	1.34711	0.000425007	0.000322781
415	1.3474	1.34734	1.34714	0.000406483	0.000306872
483	1.3475	1.34735	1.34717	0.000392969	0.000294815
484	1.3476	1.34738	1.34721	0.000384993	0.00028839
488	1.3477	1.34741	1.34725	0.000371132	0.000288566
489	1.3476	1.34743	1.34729	0.000340105	0.000279054
526	1.3475	1.34744	1.34732	0.000307821	0.000265506
533	1.3474	1.34743	1.34735	0.000276345	0.00025209
539	1.3473	1.34742	1.34737	0.000248205	0.000242101
542	1.3474	1.34742	1.34739	0.000223957	0.000229742
549	1.3475	1.34743	1.34741	0.000195364	0.000219221
558	1.3476	1.34744	1.34743	0.000172856	0.000213818
570	1.3475	1.34745	1.34745	0.000152546	0.000203493
574	1.3474	1.34744	1.34746	0.000137949	0.000193548
584	1.3475	1.34745	1.34747	0.000129041	0.00018431
601	1.3474	1.34744	1.34747	0.000125751	0.000175418
617	1.3475	1.34745	1.34748	0.000114714	0.000167164
624	1.3476	1.34747	1.34749	0.000111208	0.00016423
638	1.3477	1.34749	1.3475	0.000115915	0.000169551
649	1.3478	1.34752	1.34752	0.00012149	0.000183665
676	1.3479	1.34756	1.34754	0.000137682	0.000205133
677	1.3478	1.34758	1.34754	0.000145478	0.000206465
722	1.3476	1.34758	1.34755	0.000145597	0.000195938
726	1.3477	1.3476	1.34755	0.000147986	0.000188805
727	1.3476	1.3476	1.34755	0.000145597	0.000179121
749	1.3475	1.34759	1.34754	0.000145478	0.000172105
765	1.3476	1.34759	1.34755	0.000145597	0.00016332
772	1.3475	1.34758	1.34754	0.000145478	0.000156934
775	1.3474	1.34756	1.34754	0.000147636	0.000157346
782	1.3473	1.34753	1.34754	0.000151966	0.00016672
783	1.3474	1.34752	1.34754	0.000147636	0.000162759
790	1.3473	1.3475	1.34754	0.000151966	0.00016676
793	1.3474	1.34749	1.34753	0.000153884	0.000160707
797	1.3473	1.34747	1.34752	0.000159059	0.000161695
808	1.3472	1.34744	1.34751	0.000165952	0.000171613
819	1.3473	1.34743	1.3475	0.000169139	0.000167837
822	1.3474	1.34743	1.34749	0.000170055	0.000159439
823	1.3473	1.34741	1.34749	0.000172901	0.000155454
937	1.3472	1.34739	1.34749	0.00017759	0.000159501
948	1.3471	1.34736	1.34748	0.000190606	0.000172654
956	1.3472	1.34735	1.34747	0.000197096	0.00017023
965	1.3471	1.34732	1.34745	0.000206355	0.00017609
966	1.3472	1.34731	1.34744	0.000211062	0.000170621
990	1.3473	1.34731	1.34744	0.000212499	0.000161889
992	1.3472	1.3473	1.34743	0.000216437	0.000156671
993	1.3473	1.3473	1.34742	0.000217628	0.000148633
994	1.3474	1.34731	1.34742	0.000217179	0.000143951
1000	1.3473	1.34731	1.34741	0.000215506	0.000136584
1007	1.3474	1.34732	1.3474	0.00020843	0.000132219
1010	1.3473	1.34732	1.34738	0.000194892	0.000125524
1016	1.3474	1.34732	1.34737	0.000168817	0.000121508
1019	1.3476	1.34735	1.34736	0.00015445	0.000139559
1020	1.3475	1.34737	1.34736	0.000150109	0.000139001
1022	1.3476	1.34739	1.34735	0.000143172	0.000147718
1023	1.3475	1.3474	1.34735	0.000138312	0.000143623
1048	1.3474	1.3474	1.34735	0.000135755	0.000136252
1050	1.3473	1.34739	1.34734	0.000127233	0.000132382
1058	1.3474	1.34739	1.34733	0.000124078	0.000125618
1059	1.3475	1.3474	1.34734	0.000127233	0.000123114
1060	1.3473	1.34739	1.34734	0.000127233	0.000120362
1065	1.3472	1.34737	1.34733	0.000129027	0.000126585
1071	1.3473	1.34737	1.34733	0.000129027	0.000121862
1079	1.3472	1.34735	1.34732	0.000130445	0.000124836
1082	1.3473	1.34734	1.34732	0.000130445	0.000119246
