40546 4874 1416.877 1417.573
40546 4977 1416.864 1417.564
40546 17509 1416.704 1417.404
40546 31535 1416.75 1417.413
40546 31638 1416.75 1417.45
40546 49099 1416.791 1417.45
40546 49209 1416.8 1417.5
40546 56589 1416.8 1417.459
40546 56698 1416.75 1417.45
40546 69194 1416.75 1417.409
40546 69632 1416.7 1417.4
40546 95019 1416.75 1417.45
40546 95899 1416.75 1417.409
40546 96008 1416.7 1417.4
40546 100039 1416.7 1417.384
40546 100269 1416.675 1417.375
40546 101541 1416.666 1417.357
40546 101648 1416.657 1417.357
40546 113351 1416.657 1417.261
40546 113458 1416.552 1417.252
40546 119016 1416.543 1417.201
40546 119557 1416.501 1417.201
40546 128950 1416.476 1417.176
40546 129972 1416.476 1417.166
40546 130078 1416.457 1417.157
40546 131059 1416.454 1417.154
40546 146178 1416.445 1417.163
40546 146288 1416.454 1417.154
40546 147238 1415.6 1416.3
40546 148185 1415.741 1416.3
40546 148298 1415.75 1416.45
40546 151150 1415.841 1416.45
40546 151259 1415.85 1416.55
40546 151995 1415.85 1416.359
40546 152183 1415.65 1416.35
40546 164189 1415.65 1416.209
40546 164298 1415.5 1416.2
40546 167123 1415.55 1416.209
40546 167242 1415.55 1416.25
40546 167711 1415.591 1416.25
40546 167818 1415.6 1416.3
40546 196172 1415.65 1416.309
40546 196278 1415.65 1416.35
40546 198724 1415.75 1416.359
40546 198933 1415.75 1416.45
40546 204649 1415.85 1416.55
40546 208095 1415.841 1416.25
40546 208265 1415.55 1416.25
40546 209460 1415.55 1416.159
40546 209568 1415.45 1416.15
40546 215563 1415.491 1416.15
40546 215668 1415.5 1416.2
40546 216629 1415.491 1416.15
40546 216738 1415.45 1416.15
40546 219188 1415.6 1416.159
40546 219298 1415.6 1416.3
40546 220361 1415.591 1416.15
40546 220468 1415.45 1416.15
40546 230088 1415.55 1416.159
40546 230199 1415.55 1416.25
40546 231387 1415.55 1416.159
40546 231498 1415.45 1416.15
40546 238663 1415.6 1416.159
40546 238768 1415.6 1416.3
40546 239813 1415.591 1416.15
40546 239918 1415.45 1416.15
40546 241450 1415.35 1416.05
40546 255782 1415.391 1416.05
40546 255889 1415.4 1416.1
40546 257069 1415.391 1416.05
40546 257178 1415.35 1416.05
40546 269106 1415.441 1416.05
40546 269218 1415.45 1416.15
40546 270398 1415.45 1416.059
40546 270508 1415.35 1416.05
40546 276515 1415.341 1416
40546 276618 1415.3 1416
40546 279249 1415.291 1415.95
40546 279671 1415.25 1415.95
40546 282603 1415.3 1415.959
40546 282708 1415.3 1416
40546 289794 1415.341 1416
40546 289898 1415.35 1416.05
40546 308119 1415.441 1416.05
40546 308228 1415.45 1416.15
40546 310667 1415.441 1416.05
40546 310778 1415.35 1416.05
40546 316850 1415.4 1416.1
40546 317896 1415.391 1416.05
40546 317998 1415.35 1416.05
40546 344568 1415.45 1416.059
40546 344678 1415.45 1416.15
40546 345848 1415.45 1416.059
40546 345959 1415.35 1416.05
40546 351009 1415.45 1416.059
40546 351118 1415.45 1416.15
40546 352176 1415.45 1416.109
40546 352288 1415.4 1416.1
40546 361993 1415.45 1416.109
40546 362098 1415.45 1416.15
40546 363132 1415.5 1416.159
40546 363238 1415.5 1416.2
40546 364402 1415.491 1416.15
40546 364508 1415.45 1416.15
40546 397428 1415.441 1416.05
40546 397869 1415.35 1416.05
